ccle,edgren,gcsi,gray,uhn

ndatasets,cell,accuracy,precision,#TP,#GT,#FP,TP_list,FP_list
1,BT474,0.9130434782608695,0.05722070844686648,21,23,346,"['ZMYND8--CEP250', 'RPS6KB1--SNF8', 'ACACA--STAC2', 'STX16--RAE1', 'TOB1--SYNRG', 'MED1--STXBP4', 'RAB22A--MYO9B', 'MED1--ACSF2', 'STARD3--DOK5', 'AHCTF1--NAAA', 'GLB1--CMTM7', 'VAPB--IKZF3', 'TRPC4AP--MRPL45', 'MED13--BCAS3', 'FAM102A--CIZ1', 'USP32--MED1', 'DIDO1--TTI1', 'CPNE1--PI3', 'SKA2--MYO19', 'LAMP1--MCF2L', 'PIP4K2B--RAD51C']","['THRA--THRA1/BTR', 'STX16-NPEPL1--RAE1', 'BCAS1--AL357558.1', 'BCAS1--LINC01522', 'VAPB--AL499627.1', 'VAPB--MIR1-1HG-AS1', 'TPD52L2--DNAJC5', 'PSEN2--TRAPPC11', 'PSEN2--AC108477.1', 'BCAS1--B4GALNT2P1', 'BCAS1--B4GALNT2', 'ZC3H11A--CNOT6L', 'ZBED6--CNOT6L', 'ASTN2--AL354754.1', 'RABGAP1L--RPS27P5', 'RABGAP1L--PSEN2', 'TRIM37--MYO19', 'MEF2D--OR10J1', 'FITM2--UQCC1', 'TPM4--SYCE2', 'PPP6R3--SHANK2', 'PWRN1--AC023449.1', 'PWRN1--ATP10A', 'CBFA2T2--RPSAP1', 'CBFA2T2--NFATC2', 'PPP1R12A--MGAT4C', 'PLEKHA6--RF00571', 'PLEKHA6--AC018710.1', 'ZFP64--PHACTR3', 'BCAS3--AC034268.2', 'AC016205.1--TMEM241', 'NUMA1--FCHSD2', 'AL109827.1--PI3', 'HEATR6--TEX14', 'MGAT4C--OTOGL', 'NCOA2--ZNF704', 'SCARB2--AL359837.1', 'SCARB2--LARP7P1', 'AC021193.1--MPZL1', 'NDUFB5P1--MPZL1', 'RBM12--PI3', 'ZNF185--GABRA3', 'DHX40--AC005771.1', 'DHX40--AC007423.1', 'ARRB1--YAP1', 'ARRB1--AP000942.1', 'PPP1R12A--RNU7-106P', 'PPP1R12A--OTOGL', 'SNX25--LINC01353', 'SNX25--LINC01136', 'FCHSD2--LRTOMT', 'FCHSD2--AP000812.5', 'KAT6A--PLAT', 'PTRH2--BCAS3', 'GABRB3--RYR3', 'PPP1R9A--WDR66', 'CYP4F8--ILVBL', 'CPNE1--WFDC12', 'ERBIN--NLN', 'PRKCA--BCAS3', 'EDEM2--AL137078.2', 'EDEM2--AL049541.1', 'SLC35F3--RNU4-77P', 'SLC35F3--KCNK1', 'SECTM1--GCGR', 'CBFA2T2--IKZF3', 'AL109827.1--WFDC12', 'FBXL20--GALNT17', 'MEF2D--AL663023.1', 'AL670729.1--ASH1L', 'RB1CC1--PDCL2P2', 'RB1CC1--SYVN1', 'RB1CC1--HIGD1AP10', 'PPP1R12A-AS1--PTPRQ', 'AC005771.1--CACNG5', 'AC007423.1--CACNG5', 'PHACTR3--AL160413.1', 'PHACTR3--CBLN4', 'POLA2--MAP3K11', 'AP000944.2--MAP3K11', 'ACSF2--C17orf112', 'ACSF2--MTCO1P40', 'THRA--SKAP1', 'HEATR6--KCNJ2', 'HEATR6--CALM2P1', 'RTF2--RF00322', 'RTF2--LINC01950', 'EPN3--AC091180.5', 'STAU1--ARFGEF2', 'TOM1L1--MTCO1P40', 'TOM1L1--AC034268.2', 'PDCD6--PDCD6', 'KDM5B--DNAH14', 'MAP3K11--AP005233.2', 'GRHL2--AP001330.1', 'GRHL2--RNU7-67P', 'PCNX3--AP003071.2', 'PCNX3--MYEOV', 'BCAS1--IGF2BP1', 'KIF1A--SNED1', 'KIF1A--AC005237.1', 'SKA2--TRIM37', 'RB1CC1--SPDYC', 'EIF4ENIF1--AC129926.2', 'EIF4ENIF1--AC129926.1', 'VWCE--AP001001.2', 'VWCE--AP002001.1', 'AC005746.1--MED13', 'DDX27--RPSAP1', 'DDX27--NFATC2', 'STK4--TSHZ2', 'KCNS1--TSHZ2', 'SLC2A8--TSHZ2', 'STK4--AL109930.1', 'KCNS1--AL109930.1', 'AUTS2--TYW1B', 'ARPC4-TTLL3--SETD5', 'ARPC4--SETD5', 'SCARB2--PRELP', 'ACSF2--TBC1D3P1-DHX40P1', 'ACSF2--DHX40P1', 'PTPA--AL160413.1', 'PTPA--CBLN4', 'INPP4B--AC139713.2', 'TBC1D3P2--ERN1', 'ERN1--TBC1D3P2', 'CDK12--HELZ', 'AC015813.6--AC005771.1', 'AC015813.6--AC007423.1', 'AC022730.2--ZNF704', 'RBM12--WFDC12', 'PTRH2--PRKCA', 'NVL--ENAH', 'CLU--LINC01947', 'CLU--AC091819.2', 'RPRD1B--GID8', 'BRD4--RFX1', 'USP32--AC034268.2', 'BCAS3--TANC2', 'BCAS3--AC015923.1', 'CLU--TENM2', 'NUMA1--SHANK2', 'ERN1--AC053481.3', 'NUP54--MRPL1', 'SCARB2--MRPL1', 'BCL7A--PPP1R9A', 'PDCD6--AHRR', 'AUTS2--AUTS2', 'MED1--C17orf112', 'MED1--MTCO1P40', 'GCNT1P5--GSAP', 'PTPN12--GSAP', 'AC004554.2--ARHGAP6', 'ASTN2--AL160272.1', 'AL391684.1--GOT1', 'BFSP2-AS1--TMEM108', 'RF00019--BCLAF3', 'MAP7D2--BCLAF3', 'TXNL4A--PQLC1', 'AC091057.6--AC091057.1', 'MRPL39--LINC00158', 'MRPL39--AP000221.1', 'ASTN2--AL160272.2', 'KRT8--KRT7', 'CEP250--GDF5', 'PPEF2--CNOT6L', 'FBXO41--RNU6-111P', 'FBXO41--AC074008.2', 'NUP35--LIN28AP1', 'NUP35--CACYBPP2', 'HTD2--PXK', 'GOLT1A--RPS27P5', 'GOLT1A--PSEN2', 'AC073529.1--MID1', 'SNX25--BTG2', 'TADA2A--AL589743.4', 'SEPT4-AS1--BCAS3', 'TRPS1--LINC00536', 'SPINDOC--MYEOV', 'ERP29--MAPKAPK5', 'DNAH14--CNIH3', 'MEF2D--AL606752.1', 'LONP2--ABCC11', 'SDHD--LINC02550', 'AP002884.3--LINC02550', 'ZFYVE26--RAD51B', 'PLEKHA6--LINC01680', 'PLEKHA6--AL359081.1', 'CASZ1--RN7SL649P', 'CASZ1--TNFRSF8', 'RRM1--TRIM68', 'AC025048.4--HEATR6', 'CLIP1--TMEM132B', 'CLIP1--AC005252.2', 'NUSAP1--INO80-AS1', 'CACNB1--CACNB1', 'CACNB1--RPL19', 'RNU7-106P--MGAT4C', 'OTOGL--MGAT4C', 'TBC1D3P1-DHX40P1--AC005771.1', 'TBC1D3P1-DHX40P1--AC007423.1', 'SLC37A1--LINC00111', 'FAM117A--LINC01524', 'LINC00589--AC131254.1', 'PRKCA--CA10', 'PRKCA--LINC01982', 'FSTL4--SSBP2', 'SNHG14--APBA2', 'HEATR6--OR4D1', 'ZNF417--CCNB3', 'AC124312.1--APBA2', 'PLEKHA6--MEF2D', 'AC010326.2--CCNB3', 'ERN1--TBC1D3P1', 'FAM149B1--DHRSX', 'FAM149B1--MIR6089', 'TTC6--MIPOL1', 'RNU6-450P--LINC01476', 'TUBD1--LINC01476', 'ZNF814--CCNB3', 'AC022730.3--ZNF704', 'KCTD1--AQP4', 'TMEM241--AC016205.1', 'TMEM241--LINC01901', 'COX6C--SNX31', 'MVB12A--AC120338.1', 'MVB12A--VCX', 'DDIAS--AC096554.1', 'DDIAS--AHCYP3', 'CADM1--NXPE4', 'CADM1--NXPE2', 'IPO13--CCDC24', 'ESF1--MACROD2', 'SPECC1L--SPECC1L-ADORA2A', 'EPPK1--RECQL4', 'ACSL3--SGPP2', 'BCAS3--PRKCA', 'SCARB2--FMOD', 'RTF2--AC027313.1', 'RTF2--AC114940.1', 'TBC1D3C--ISCA1P3', 'TBC1D3C--AC005951.1', 'TFAM--TFAM', 'TFAM--BICC1', 'AL390719.1--AL390719.1', 'TTF1--TTF1', 'LRCH3--LRCH3', 'STK4--AL354993.2', 'KCNS1--AL354993.2', 'VWCE--AP002001.2', 'VWCE--GUCY1A2', 'PBRM1--CHDH', 'HS6ST2--RSRC1', 'TOB1-AS1--SYNRG', 'KLHL35--SPCS2', 'GDPD5--SPCS2', 'FGF3--C11orf80', 'AP007216.1--C11orf80', 'DDX10--AP003100.1', 'DDX10--AP000802.1', 'AC120114.1--AC120114.1', 'AC120114.1--TMEM219', 'CYP4F3--ILVBL', 'AC110615.1--AC110615.1', 'AC110615.1--PPEF2', 'AC004921.1--GSAP', 'TMEM131L--MND1', 'LRRC75A--YWHAB', 'GNL3L--GNL3L', 'PGAM4P1--GNL3L', 'GNL3L--PGAM4P1', 'ZNF33A--EIF3LP3', 'ZNF33A--FXYD6P2', 'ZNF485--ZNF32', 'LETM1--NSD2', 'NSD2--NSD2', 'MTCH2--MED15', 'AC108025.1--CGREF1', 'LINC01248--CGREF1', 'SPATA6--SLC5A9', 'SPATA6--AL109659.3', 'ZNF124--ZNF670-ZNF695', 'WFDC12--PI3', 'AC008443.2--AL669831.1', 'VHL--VHL', 'VHL--IRAK2', 'ZNF7--COMMD5', 'ZNF7--ZNF250', 'GPR157--CEMIP2', 'AC124312.1--SNRPN', 'FAM219A--DNAI1', 'TJP1--AC111152.1', 'CPNE1--AL049767.1', 'TNFRSF11B--SAMD12-AS1', 'TNFRSF11B--TNFRSF11B', 'ZNF66--AC008739.2', 'ZNF66--ZNF85', 'SLC25A32--BAALC-AS1', 'ACTR3B--ACTR3B', 'ACTR3B--AC079809.1', 'ATP5MC2P1--AC023509.3', 'ATP5MC2P1--ATF7', 'RAI2--RAI2', 'Z93929.2--RAI2', 'BPIFA2--BPIFA4P', 'ASAP2--MBOAT2', 'TRIM37--BRIP1', 'ETFA--SCAPER', 'EDF1--NPDC1', 'YTHDC2--KCNN2', 'KCNN2--KCNN2', 'SIX2--MIR100HG', 'XXYLT1--AC068631.1', 'NR1H3--C11orf49', 'DUXAP8--ACACA', 'ARHGEF38--PPA2', 'MCF2L--TFDP1', 'BCAS3--CDK12', 'YBX1--CBX3', 'VAPB--RAB22A', 'MDN1--GAS5', 'FLNB--COL5A2', 'AC025575.2--PTPRR', 'WWP1--ATP6V0D2', 'WWP1--PSKH2', 'ARFGEF2--STAU1', 'ZSCAN25--CYP3A5', 'ISY1-RAB43--NECTIN1', 'ISY1--NECTIN1', 'AC104692.2--PSPH', 'DHX40P1--AC005771.1', 'DHX40P1--AC007423.1', 'TRIP12--RREB1', 'LRTOMT--FCHSD2', 'BCAS3--ISCA1P3', 'AC138649.1--AC242376.1', 'AC138649.1--AC242376.2', 'GIT2--AC087463.4', 'SLC19A2--KIFAP3', 'EPN3--LUC7L3', 'MED15--MTCH2', 'AC023421.2--SLC14A2', 'LRRC49--RPL5P3', 'LRRC49--THSD4', 'TRPS1--EIF3H', 'THSD4--LRRC49']"
1,KPL4,1.0,0.027777777777777776,3,3,105,"['BSG--NFIX', 'NOTCH1--NUP214', 'PPP1R12A--SEPT10']","['AC093523.1--C9orf129', 'CTNNA1--ETF1', 'SMCHD1--RPL7AP57', 'SMCHD1--NDUFB11P1', 'RPL7AP57--SMCHD1', 'NDUFB11P1--SMCHD1', 'PCBP3--AP001042.1', 'RNU6ATAC--CACNA1B', 'BX649601.1--CACNA1B', 'TESMIN--CDK12', 'FBXL20--STAC2', 'ZNF676--ZNF536', 'INIP--C5', 'URM1--ATP8A2', 'NOTCH1--MTUS2', 'TUBBP5--PCA3', 'BRWD1--TEKT4P2', 'NSD2--OR7E43P', 'NSD2--OTOP1', 'BRWD1--AC134878.2', 'BRWD1--ANKRD20A6P', 'NR4A3--GAS2L1P2', 'C5--FAM120A', 'N4BP2L2--AC069277.1', 'N4BP2L2--GRM7-AS3', 'MSRB3--AC073530.1', 'MSRB3--RAB11AP2', 'C5--NR4A3', 'DLAT--NXPE2', 'DLAT--RF01293', 'KCNK2--PITPNC1', 'CENPBD1P1--HAVCR1P1', 'CENPBD1P1--ERVK-28', 'C5--CDC26', 'C5--C9orf170', 'WIPF2--AP007216.2', 'WIPF2--AP003555.3', 'CDC14B--AL353764.1', 'CDC14B--ROR2', 'MIR1299--ABCA1', 'FRG1HP--ABCA1', 'NEK6--AL353611.1', 'NEK6--AL353611.2', 'HDLBP--RNU6ATAC19P', 'HDLBP--AC009962.1', 'ZNF571-AS1--ZNF507', 'WASF3--COL5A1', 'C3orf67--FHIT', 'NR4A3--AL392185.1', 'NR4A3--AL354861.2', 'ABCA1--SHC3', 'CHODL--DONSON', 'C9orf129--AC006288.1', 'C9orf129--LINC01613', 'ANO1--MSRB3', 'ANKRD27--HAVCR1P1', 'ANKRD27--ERVK-28', 'CDC26--C9orf170', 'PCBP3--ETS2', 'AP001042.1--AL390962.1', 'AP001042.1--RNA5SP291', 'LINC02159--ATP10B', 'AC093523.1--FAM120A', 'VGLL4--ATG7', 'NUP37--CARSP2', 'NUP37--TRPS1', 'CLTA--RGP1', 'C9orf78--ABCA1', 'CENPX--DUS1L', 'PPFIA1--MSL1', 'GOLGA2--FCN1', 'EDF1--TPRN', 'AL445531.1--FANCC', 'AL445531.1--PTCH1', 'EHMT1--NTNG2', 'VGLL4--HRH1', 'ZBTB43--MTUS2', 'ZNF98--ZNF98', 'GOLGA2--AL353611.1', 'CENPP--NR4A3', 'NCBP1--FANCC', 'NCBP1--PTCH1', 'NIF3L1--KCTD18', 'ZHX2--ZFPM2', 'INIP--CDC26', 'INIP--NR4A3', 'INIP--C9orf170', 'INIP--FAM120A', 'ZNF782--ZNF510', 'C5--GAS2L1P2', 'XYLT2--ACSF2', 'AC012313.4--ZNF132', 'LRSAM1--RALGPS1', 'ZNF540--ZNF507', 'GSDMC--AC103718.1', 'DPY19L1P1--AVL9', 'PVT1--ADCY8', 'AP000487.1--PPFIA1', 'MTRNR2L8--MTRNR2L1', 'MUC20-OT1--MUC20P1', 'MUC20-OT1--AC233280.19', 'MUC20--MUC20P1', 'MUC20--AC233280.19', 'RBMX--RBMXL1', 'AKR1B10P1--AKR1B10P2']"
